Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 21.00%, Loss: 1.978855, Test Acc: 34.37%
Run 5 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 52.00%, Loss: 1.423800, Test Acc: 31.38%
Run 7 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 69.50%, Loss: 0.909389, Test Acc: 70.71%
Run 10 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 66.75%, Loss: 1.099201, Test Acc: 66.62%
Run 9 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 72.50%, Loss: 0.850194, Test Acc: 67.88%
Run 4 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 69.00%, Loss: 0.950018, Test Acc: 71.37%
Run 2 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 70.50%, Loss: 0.878900, Test Acc: 56.16%
Run 6 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 68.25%, Loss: 0.880942, Test Acc: 72.09%
Run 1 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 72.00%, Loss: 0.784968, Test Acc: 56.83%
Run 8 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 68.25%, Loss: 1.057935, Test Acc: 59.69%
Run 3 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 73.50%, Loss: 0.899792, Test Acc: 47.69%
Run 5 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 63.00%, Loss: 1.058512, Test Acc: 59.06%
Run 7 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 74.00%, Loss: 0.825553, Test Acc: 69.16%
Run 9 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 77.00%, Loss: 0.691071, Test Acc: 74.42%
Run 10 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 73.00%, Loss: 0.794221, Test Acc: 72.81%
Run 2 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 75.80%, Loss: 0.757501, Test Acc: 69.45%
Run 4 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 75.80%, Loss: 0.718094, Test Acc: 73.09%
Run 1 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 76.80%, Loss: 0.652986, Test Acc: 74.61%
Run 8 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 75.40%, Loss: 0.760262, Test Acc: 79.77%
Run 6 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 75.20%, Loss: 0.764844, Test Acc: 65.90%
Run 3 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 75.20%, Loss: 0.682879, Test Acc: 79.34%
Run 5 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 74.40%, Loss: 0.787132, Test Acc: 64.71%
Run 7 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 80.83%, Loss: 0.621015, Test Acc: 72.29%
Run 9 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 81.83%, Loss: 0.571733, Test Acc: 85.27%
Run 10 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 83.17%, Loss: 0.470177, Test Acc: 82.95%
Run 2 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 84.33%, Loss: 0.504907, Test Acc: 85.87%
Run 4 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 80.67%, Loss: 0.565591, Test Acc: 86.74%
Run 1 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 82.17%, Loss: 0.584524, Test Acc: 83.60%
Run 8 -> Epoch [5/10], LP:600, UP:59400, Train Acc: 80.67%, Loss: 0.609369, Test Acc: 83.41%
Run 6 -> Epoch [5/10], LP:600, UP:59405, Train Acc: 84.50%, Loss: 0.470309, Test Acc: 85.54%
Run 3 -> Epoch [5/10], LP:600, UP:59400, Train Acc: 82.83%, Loss: 0.534426, Test Acc: 85.48%
Run 5 -> Epoch [5/10], LP:600, UP:59402, Train Acc: 80.67%, Loss: 0.636127, Test Acc: 83.03%
Run 7 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 83.00%, Loss: 0.514876, Test Acc: 85.76%
Run 10 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 87.86%, Loss: 0.398938, Test Acc: 85.04%
Run 9 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 84.43%, Loss: 0.492989, Test Acc: 89.29%
Run 2 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 86.43%, Loss: 0.422076, Test Acc: 86.52%
Run 1 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 87.86%, Loss: 0.371783, Test Acc: 84.23%
Run 8 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 83.14%, Loss: 0.502904, Test Acc: 83.23%
Run 4 -> Epoch [6/10], LP:700, UP:59302, Train Acc: 83.57%, Loss: 0.468926, Test Acc: 74.54%
Run 6 -> Epoch [6/10], LP:700, UP:59306, Train Acc: 88.43%, Loss: 0.372573, Test Acc: 83.17%
Run 3 -> Epoch [6/10], LP:700, UP:59301, Train Acc: 86.00%, Loss: 0.420252, Test Acc: 90.71%
Run 5 -> Epoch [6/10], LP:700, UP:59306, Train Acc: 80.71%, Loss: 0.539977, Test Acc: 85.14%
Run 7 -> Epoch [7/10], LP:800, UP:59202, Train Acc: 87.62%, Loss: 0.401671, Test Acc: 92.43%
Run 9 -> Epoch [7/10], LP:800, UP:59205, Train Acc: 87.25%, Loss: 0.404746, Test Acc: 89.63%
Run 10 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 88.62%, Loss: 0.316807, Test Acc: 90.65%
Run 2 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 88.62%, Loss: 0.350954, Test Acc: 88.57%
Run 4 -> Epoch [7/10], LP:800, UP:59202, Train Acc: 88.50%, Loss: 0.385630, Test Acc: 89.41%
Run 8 -> Epoch [7/10], LP:800, UP:59202, Train Acc: 87.62%, Loss: 0.386302, Test Acc: 89.16%
Run 1 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 90.00%, Loss: 0.312904, Test Acc: 90.29%
Run 6 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 90.62%, Loss: 0.248326, Test Acc: 90.95%
Run 3 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 87.88%, Loss: 0.381361, Test Acc: 88.16%
Run 5 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 87.12%, Loss: 0.385096, Test Acc: 88.73%
Run 7 -> Epoch [8/10], LP:900, UP:59103, Train Acc: 90.89%, Loss: 0.393101, Test Acc: 85.92%
Run 10 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 90.56%, Loss: 0.351259, Test Acc: 93.01%
Run 9 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 89.33%, Loss: 0.376529, Test Acc: 80.52%
Run 2 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 90.33%, Loss: 0.285814, Test Acc: 89.23%
Run 4 -> Epoch [8/10], LP:900, UP:59102, Train Acc: 89.22%, Loss: 0.358325, Test Acc: 88.23%
Run 8 -> Epoch [8/10], LP:900, UP:59102, Train Acc: 87.56%, Loss: 0.389090, Test Acc: 80.63%
Run 1 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 91.56%, Loss: 0.560721, Test Acc: 89.26%
Run 6 -> Epoch [8/10], LP:900, UP:59108, Train Acc: 91.11%, Loss: 0.298855, Test Acc: 89.16%
Run 3 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 88.22%, Loss: 0.329061, Test Acc: 87.86%
Run 5 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 88.56%, Loss: 0.327476, Test Acc: 91.07%
Run 7 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 79.30%, Loss: 0.670766, Test Acc: 77.82%
Run 10 -> Epoch [9/10], LP:1000, UP:59009, Train Acc: 86.00%, Loss: 0.439885, Test Acc: 85.65%
Run 9 -> Epoch [9/10], LP:1000, UP:59007, Train Acc: 83.10%, Loss: 0.552076, Test Acc: 89.10%
Run 2 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 89.20%, Loss: 0.323926, Test Acc: 91.68%
Run 4 -> Epoch [9/10], LP:1000, UP:59003, Train Acc: 87.30%, Loss: 0.399346, Test Acc: 84.31%
Run 1 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 86.60%, Loss: 0.398290, Test Acc: 89.35%
Run 8 -> Epoch [9/10], LP:1000, UP:59003, Train Acc: 85.40%, Loss: 0.463906, Test Acc: 83.92%
Run 6 -> Epoch [9/10], LP:1000, UP:59011, Train Acc: 90.90%, Loss: 0.301933, Test Acc: 88.74%
Run 3 -> Epoch [9/10], LP:1000, UP:59007, Train Acc: 90.50%, Loss: 0.306548, Test Acc: 92.33%
Run 5 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 89.50%, Loss: 0.315708, Test Acc: 91.61%
Run 7 -> Epoch [10/10], LP:1100, UP:58906, Train Acc: 86.45%, Loss: 0.428876, Test Acc: 88.30%
Run 9 -> Epoch [10/10], LP:1100, UP:58908, Train Acc: 89.18%, Loss: 0.301147, Test Acc: 93.28%
Run 10 -> Epoch [10/10], LP:1100, UP:58911, Train Acc: 90.18%, Loss: 0.313257, Test Acc: 91.19%
Run 4 -> Epoch [10/10], LP:1100, UP:58903, Train Acc: 92.45%, Loss: 0.251572, Test Acc: 89.06%
Run 1 -> Epoch [10/10], LP:1100, UP:58908, Train Acc: 92.27%, Loss: 0.250320, Test Acc: 93.02%
Run 2 -> Epoch [10/10], LP:1100, UP:58906, Train Acc: 92.36%, Loss: 0.222357, Test Acc: 92.64%
Run 8 -> Epoch [10/10], LP:1100, UP:58905, Train Acc: 87.55%, Loss: 0.405396, Test Acc: 87.40%
Run 6 -> Epoch [10/10], LP:1100, UP:58912, Train Acc: 92.82%, Loss: 0.223371, Test Acc: 92.34%
Run 3 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 92.18%, Loss: 0.258033, Test Acc: 93.28%
Run 5 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 92.09%, Loss: 0.241961, Test Acc: 88.73%
All runs completed.
random_solarize_sharpness
Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 8 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 32.50%, Loss: 1.803981, Test Acc: 31.80%
Run 3 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 36.00%, Loss: 1.610233, Test Acc: 45.14%
Run 5 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 41.00%, Loss: 1.709926, Test Acc: 29.11%
Run 7 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 32.00%, Loss: 1.872331, Test Acc: 45.16%
Run 4 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 33.00%, Loss: 1.714801, Test Acc: 21.23%
Run 1 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 42.00%, Loss: 1.731526, Test Acc: 40.19%
Run 9 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 37.00%, Loss: 1.660798, Test Acc: 33.99%
Run 2 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 40.00%, Loss: 1.552651, Test Acc: 31.98%
Run 6 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 30.00%, Loss: 1.857069, Test Acc: 37.41%
Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 36.50%, Loss: 1.892642, Test Acc: 48.25%
Run 4 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 74.67%, Loss: 0.831304, Test Acc: 44.93%
Run 8 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 70.67%, Loss: 0.940704, Test Acc: 39.41%
Run 5 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 69.33%, Loss: 0.917320, Test Acc: 45.55%
Run 3 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 80.00%, Loss: 0.701505, Test Acc: 64.76%
Run 9 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 69.33%, Loss: 0.899716, Test Acc: 67.30%
Run 7 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 64.67%, Loss: 0.984130, Test Acc: 61.97%
Run 10 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 74.33%, Loss: 0.777569, Test Acc: 63.78%
Run 1 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 72.67%, Loss: 0.822992, Test Acc: 54.41%
Run 6 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 75.00%, Loss: 0.841526, Test Acc: 44.82%
Run 2 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 71.00%, Loss: 0.914079, Test Acc: 55.71%
Run 4 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 84.50%, Loss: 0.500451, Test Acc: 65.80%
Run 8 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 83.25%, Loss: 0.519139, Test Acc: 68.06%
Run 5 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 86.25%, Loss: 0.426919, Test Acc: 78.52%
Run 3 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 81.75%, Loss: 0.547980, Test Acc: 72.03%
Run 7 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 85.25%, Loss: 0.451930, Test Acc: 67.11%
Run 10 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 84.25%, Loss: 0.523250, Test Acc: 58.66%
Run 9 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 81.00%, Loss: 0.503958, Test Acc: 67.96%
Run 1 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 84.25%, Loss: 0.521482, Test Acc: 71.77%
Run 6 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 83.75%, Loss: 0.500952, Test Acc: 72.15%
Run 2 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 81.50%, Loss: 0.598909, Test Acc: 69.28%
Run 4 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 84.20%, Loss: 0.460234, Test Acc: 76.56%
Run 8 -> Epoch [4/10], LP:500, UP:59503, Train Acc: 82.60%, Loss: 0.511414, Test Acc: 75.82%
Run 5 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 88.60%, Loss: 0.413761, Test Acc: 81.06%
Run 3 -> Epoch [4/10], LP:500, UP:59505, Train Acc: 84.80%, Loss: 0.450713, Test Acc: 72.40%
Run 9 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 86.20%, Loss: 0.447479, Test Acc: 73.17%
Run 7 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 86.00%, Loss: 0.428542, Test Acc: 73.17%
Run 10 -> Epoch [4/10], LP:500, UP:59502, Train Acc: 85.60%, Loss: 0.412236, Test Acc: 72.66%
Run 1 -> Epoch [4/10], LP:500, UP:59501, Train Acc: 88.00%, Loss: 0.396377, Test Acc: 63.53%
Run 6 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 87.40%, Loss: 0.344644, Test Acc: 74.47%
Run 2 -> Epoch [4/10], LP:500, UP:59500, Train Acc: 85.40%, Loss: 0.421868, Test Acc: 79.83%
Run 4 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 90.17%, Loss: 0.323237, Test Acc: 76.89%
Run 5 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 89.50%, Loss: 0.324439, Test Acc: 72.54%
Run 8 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 90.00%, Loss: 0.327043, Test Acc: 77.19%
Run 3 -> Epoch [5/10], LP:600, UP:59408, Train Acc: 88.33%, Loss: 0.372658, Test Acc: 78.25%
Run 9 -> Epoch [5/10], LP:600, UP:59407, Train Acc: 86.33%, Loss: 0.392581, Test Acc: 80.62%
Run 10 -> Epoch [5/10], LP:600, UP:59407, Train Acc: 90.00%, Loss: 0.333758, Test Acc: 84.93%
Run 7 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 88.50%, Loss: 0.331293, Test Acc: 83.98%
Run 1 -> Epoch [5/10], LP:600, UP:59403, Train Acc: 92.33%, Loss: 0.218890, Test Acc: 88.14%
Run 6 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 89.83%, Loss: 0.294379, Test Acc: 87.97%
Run 2 -> Epoch [5/10], LP:600, UP:59401, Train Acc: 89.83%, Loss: 0.348775, Test Acc: 86.48%
Run 4 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 91.29%, Loss: 0.276778, Test Acc: 84.07%
Run 5 -> Epoch [6/10], LP:700, UP:59301, Train Acc: 93.00%, Loss: 0.186428, Test Acc: 89.62%
Run 8 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 91.14%, Loss: 0.269931, Test Acc: 83.29%
Run 3 -> Epoch [6/10], LP:700, UP:59310, Train Acc: 90.86%, Loss: 0.262264, Test Acc: 83.45%
Run 9 -> Epoch [6/10], LP:700, UP:59309, Train Acc: 87.57%, Loss: 0.373471, Test Acc: 88.71%
Run 7 -> Epoch [6/10], LP:700, UP:59304, Train Acc: 92.14%, Loss: 0.243422, Test Acc: 90.44%
Run 10 -> Epoch [6/10], LP:700, UP:59308, Train Acc: 93.29%, Loss: 0.224524, Test Acc: 88.40%
Run 1 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 91.57%, Loss: 0.269667, Test Acc: 82.47%
Run 6 -> Epoch [6/10], LP:700, UP:59303, Train Acc: 90.00%, Loss: 0.296431, Test Acc: 89.25%
Run 2 -> Epoch [6/10], LP:700, UP:59301, Train Acc: 93.43%, Loss: 0.230029, Test Acc: 83.53%
Run 4 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 92.88%, Loss: 0.234990, Test Acc: 93.41%
Run 5 -> Epoch [7/10], LP:800, UP:59203, Train Acc: 93.12%, Loss: 0.209495, Test Acc: 93.78%
Run 8 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 93.25%, Loss: 0.240254, Test Acc: 87.69%
Run 3 -> Epoch [7/10], LP:800, UP:59210, Train Acc: 92.88%, Loss: 0.232736, Test Acc: 91.57%
Run 9 -> Epoch [7/10], LP:800, UP:59209, Train Acc: 92.50%, Loss: 0.245999, Test Acc: 91.16%
Run 7 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 93.62%, Loss: 0.224485, Test Acc: 88.43%
Run 10 -> Epoch [7/10], LP:800, UP:59209, Train Acc: 94.25%, Loss: 0.170361, Test Acc: 92.11%
Run 1 -> Epoch [7/10], LP:800, UP:59204, Train Acc: 91.38%, Loss: 0.270932, Test Acc: 87.23%
Run 6 -> Epoch [7/10], LP:800, UP:59206, Train Acc: 92.88%, Loss: 0.192952, Test Acc: 89.92%
Run 2 -> Epoch [7/10], LP:800, UP:59202, Train Acc: 94.25%, Loss: 0.188606, Test Acc: 92.22%
Run 4 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 94.78%, Loss: 0.171770, Test Acc: 90.76%
Run 8 -> Epoch [8/10], LP:900, UP:59105, Train Acc: 93.11%, Loss: 0.236778, Test Acc: 84.78%
Run 5 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 92.67%, Loss: 0.301918, Test Acc: 81.85%
Run 3 -> Epoch [8/10], LP:900, UP:59112, Train Acc: 91.78%, Loss: 0.216319, Test Acc: 90.70%
Run 9 -> Epoch [8/10], LP:900, UP:59111, Train Acc: 92.56%, Loss: 0.234149, Test Acc: 85.93%
Run 7 -> Epoch [8/10], LP:900, UP:59106, Train Acc: 94.33%, Loss: 0.219684, Test Acc: 89.90%
Run 10 -> Epoch [8/10], LP:900, UP:59110, Train Acc: 93.89%, Loss: 0.337046, Test Acc: 93.59%
Run 1 -> Epoch [8/10], LP:900, UP:59104, Train Acc: 94.33%, Loss: 0.162599, Test Acc: 91.86%
Run 6 -> Epoch [8/10], LP:900, UP:59108, Train Acc: 93.33%, Loss: 0.226263, Test Acc: 90.79%
Run 2 -> Epoch [8/10], LP:900, UP:59102, Train Acc: 93.44%, Loss: 0.201345, Test Acc: 87.20%
Run 4 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 93.70%, Loss: 0.184856, Test Acc: 91.16%
Run 8 -> Epoch [9/10], LP:1000, UP:59007, Train Acc: 92.00%, Loss: 0.257816, Test Acc: 92.33%
Run 5 -> Epoch [9/10], LP:1000, UP:59009, Train Acc: 89.70%, Loss: 0.398489, Test Acc: 82.79%
Run 3 -> Epoch [9/10], LP:1000, UP:59013, Train Acc: 92.50%, Loss: 0.249204, Test Acc: 91.74%
Run 9 -> Epoch [9/10], LP:1000, UP:59015, Train Acc: 92.10%, Loss: 0.238578, Test Acc: 92.76%
Run 7 -> Epoch [9/10], LP:1000, UP:59006, Train Acc: 91.10%, Loss: 0.249998, Test Acc: 84.40%
Run 10 -> Epoch [9/10], LP:1000, UP:59012, Train Acc: 87.30%, Loss: 0.413126, Test Acc: 73.61%
Run 1 -> Epoch [9/10], LP:1000, UP:59005, Train Acc: 93.70%, Loss: 0.201912, Test Acc: 91.58%
Run 6 -> Epoch [9/10], LP:1000, UP:59008, Train Acc: 89.50%, Loss: 0.364834, Test Acc: 86.36%
Run 2 -> Epoch [9/10], LP:1000, UP:59003, Train Acc: 91.90%, Loss: 0.243017, Test Acc: 89.20%
Run 4 -> Epoch [10/10], LP:1100, UP:58906, Train Acc: 93.45%, Loss: 0.231432, Test Acc: 92.05%
Run 8 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 94.09%, Loss: 0.188412, Test Acc: 91.48%
Run 5 -> Epoch [10/10], LP:1100, UP:58910, Train Acc: 93.73%, Loss: 0.223805, Test Acc: 86.15%
Run 3 -> Epoch [10/10], LP:1100, UP:58913, Train Acc: 94.27%, Loss: 0.190221, Test Acc: 92.09%
Run 9 -> Epoch [10/10], LP:1100, UP:58916, Train Acc: 94.00%, Loss: 0.191294, Test Acc: 91.40%
Run 7 -> Epoch [10/10], LP:1100, UP:58907, Train Acc: 93.45%, Loss: 0.197228, Test Acc: 91.55%
Run 10 -> Epoch [10/10], LP:1100, UP:58912, Train Acc: 92.09%, Loss: 0.308285, Test Acc: 92.74%
Run 1 -> Epoch [10/10], LP:1100, UP:58906, Train Acc: 93.73%, Loss: 0.203161, Test Acc: 89.61%
Run 6 -> Epoch [10/10], LP:1100, UP:58909, Train Acc: 91.00%, Loss: 0.282656, Test Acc: 93.71%
Run 2 -> Epoch [10/10], LP:1100, UP:58904, Train Acc: 93.55%, Loss: 0.264688, Test Acc: 90.85%
All runs completed.
random_rotation_shear_saturation
Dataset Stats:
Train Dataset Size: 60000, Test Dataset Size:10000 

Run 10 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 18.50%, Loss: 2.267332, Test Acc: 20.56%
Run 2 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 21.00%, Loss: 2.369421, Test Acc: 13.77%
Run 3 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 17.00%, Loss: 2.338482, Test Acc: 12.80%
Run 8 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 18.00%, Loss: 2.308378, Test Acc: 17.67%
Run 1 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 17.00%, Loss: 2.451166, Test Acc: 13.66%
Run 4 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 21.50%, Loss: 2.200411, Test Acc: 11.83%
Run 9 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 12.00%, Loss: 2.302214, Test Acc: 8.93%
Run 7 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 19.00%, Loss: 2.227886, Test Acc: 21.97%
Run 6 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 20.50%, Loss: 2.227023, Test Acc: 15.16%
Run 5 -> Epoch [1/10], LP:200, UP:59800, Train Acc: 18.50%, Loss: 2.196213, Test Acc: 12.88%
Run 9 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 28.67%, Loss: 2.232152, Test Acc: 18.93%
Run 10 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 31.00%, Loss: 2.111599, Test Acc: 33.36%
Run 2 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 34.33%, Loss: 1.992176, Test Acc: 30.07%
Run 7 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 29.67%, Loss: 2.017353, Test Acc: 40.11%
Run 1 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 37.00%, Loss: 1.897169, Test Acc: 38.38%
Run 4 -> Epoch [2/10], LP:300, UP:59702, Train Acc: 33.67%, Loss: 2.040094, Test Acc: 33.29%
Run 3 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 35.00%, Loss: 2.051016, Test Acc: 28.29%
Run 6 -> Epoch [2/10], LP:300, UP:59701, Train Acc: 31.00%, Loss: 1.995193, Test Acc: 26.82%
Run 8 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 33.33%, Loss: 1.978649, Test Acc: 22.69%
Run 5 -> Epoch [2/10], LP:300, UP:59700, Train Acc: 33.00%, Loss: 1.988572, Test Acc: 11.79%
Run 10 -> Epoch [3/10], LP:400, UP:59601, Train Acc: 52.75%, Loss: 1.349508, Test Acc: 45.55%
Run 9 -> Epoch [3/10], LP:400, UP:59602, Train Acc: 45.50%, Loss: 1.774608, Test Acc: 45.57%
Run 2 -> Epoch [3/10], LP:400, UP:59600, Train Acc: 43.75%, Loss: 1.696915, Test Acc: 44.65%
Run 7 -> Epoch [3/10], LP:400, UP:59604, Train Acc: 46.00%, Loss: 1.601896, Test Acc: 34.21%
